Sally Graham|human|female|Mundania; Xanth||came to Xanth and became the Cookie Lady.|27|
Salmon Ella|creature||Xanth||was poisonous but was changed by Edsel into a salmon named Ella.|23|
Salmonella|human|female|Xanth||was a date arranged for ^Grey^ by ^Sending^. She was a young woman who cooked wonderful but contaminated food.|m12|
Salt Peter|human|male|Ptero|disinterest in summoning the stork||24, 28|
Sam (HT)|human|male|Xanth||was a human youth who was part of the lock-key for ^Yena^.|m17|
Sam (PP)|dog||Mundania; Xanth, Pieria Village||is the pet of ^Matt Heffelbower^.|29|
Samantha|human|female|Xanth|finding flesh|is a temporary imaginary friend created by ^Olive Hue^.|33|
Sammy|cat|male|Two Moons|finding things, except home|is a cute orange fluffball. He was the pet of ^Jenny (IOV)^ who was chasing a feather when they came to Xanth.|M13, 15, M16, 19, m20, 22, M26, 33, m35|
San D|demon|male|Xanth||spread beach sand all around.|m35|
Sand D|human|female|Xanth||is good with sand.|39|
Sand Witch (FP)|human|female|Xanth|conjuring sand|adopted Sand D.|39|15
Sand Witch (TTTF)|human|female|Xanth||is a member of ^Cyrus (TTTF)'s^ troupe. She is the proprietor of the Sand Witch Shoppe. ^Kim (TTTF)^ was assigned to her while she was in Castle Rock Candy.|M32|2
Sand Witch (ZL)|sand witch|female|Pyramid, Green Face||live near the border of the Blue Face.|22|6
Sandy|sandman|male|Pyramid, Green Face|||22|
Santo|human|male|Xanth|making holes|is from the future. He will grow up gay.|M39|
Sara Nade|human|female|Xanth||Every man who sees her wants to serenade her.|35|
Sarah|human|female|Xanth|not being harmed by physical things||30|
Sarah Spirlock|human|female|Mundania; Counter-Xanth||was the first colonist to Counter-Xanth. She needed healing elixir but was immune to it She settled in area where sick become well.|27|
Sarge|ant|male|Xanth, Region of Madness||gives the orders around here.|19|
Sati Sfaction|human|female|Xanth||is an innocent girl played by Sharon.|33|
Satori|werecat|female|Plane|||28|17
Sattila the Sun|human|male|Xanth|being very bright and hot|brightens your day.|35|
Saturn|major demon|female|Milky Way Galaxy, Solar System||has the ambiance of Dimension. It was introduced as male initially, but it was female in its next appearance. She was hosted by ^Cynthia^ and was assigned the emotion of joy by the Swell Foop. Its name is stylized as &bull;&bull;SA&lt;&lt;T/U&gt;&gt;RN&bull;&bull;.|m9, 20, 25, m38, m39|
Save-A-Tooth Tiger|tiger|male|Xanth||collects teeth from the Tooth Fairy because they have a part of the child's soul. He gives them to children who need souls.|34|
Sb|human|female|Xanth|||17|
Scab|human|male|Xanth|||m21|
Scintilla|human|female|Ptero|being the exception||21|
Scott|human|male|Xanth Reality 6|dematererizing atoms||30|
Screwdriver|elf|male|Xanth||is a guard of the Tool elf tribe.|9|
Scrounge|goblin|male|Xanth, Goblin Mountain|||13|
Scylla|sea monster; zombie||Zombie|||26|
Sea Girl|human|female|Xanth|||m24|
Sea Hag|human|female|Xanth|immortality|achieves her immortality by taking over the body of a new person or creature after her old one dies. She was known as Sea Girl when she was young. Peril is one of her alter-egos. She was raising Rapunzel in the Ivory Tower to be her next body, but ^Grundy^ rescued Rapunzel. During her pursuit of Rapunzel, she took over a queen B. However, ^B-Nign^ gained control of the beehave, and the Sea Hag lost control. She has briefly possessed ^Gimlet^, ^Becka^, and ^Melody^.|M9, 14, m18, 24, m25, m29, m30, m41|
Seachel|human|male|Ptero|cloning||24|
Sean Baldwin|human|male|Mundania, Miami, FL; Xanth|flying without wings|is the first child of Jim Baldwin by his first wife. ^Woofer^ was his pet. He was 17 years old when he first came to Xanth. He has dark almost black hair. He fell into a love spring with Willow, and it turned into real love. He was granted a talent by Nimby. He returned to Xanth with Willow permanently.|M20, 21, m23, m25, m27|
Seel|coelacanth|male|Xanth||took ^Wenda^ to the ^Kraken^.|34|
Sela|merfolk, salt|female|Xanth||calls herself a sea nymph. She has an isle in the sea.|36|
Semi|sea monster||Xanth||forages in the sea.|36|
Sending|software||Xanth||was an emulation of Com Pewter on the computer of ^Grey^ Murphy. It made a deal so it could return to Xanth with Grey and ^Ivy^.|12, 20|
Seren|human|female|Xanth||is the temporary name of anyone who ends up with the ^Seren Dip Ity^ pacifier. ^Amber Dawn^ has it until she outgrows it. ^Mirror^ had it before Amber Dawn.|27|
Seren Dip Ity|thing||Xanth|making happy things happen that you don't expect|is a broken pacifier that gives the user the name ^Saren^ and its talent and overrules your previous name and talent. ^Amber Dawn^ was the last one to have it. Before Amber Dawn, ^Mirror^ had it.|27|
Serena|crossbreed|female|Xanth||is a winged girl with reptile wings.|22|
Serendipity|sea serpent|female|Xanth, Castle Roogna|||m32|
Serenity|human|female|Xanth|||30|
Sesame|sea serpent|female|Xanth, Castle Zombie|emulation|was trapped in the basement of Castle Zombie while fleeing from another sea serpent. She was found by ^Umlaut^ and freed. She had been named Drivel.|M26, 29, 30, 31, m32, 33, 34|
Sexy Ness|Ness monster||Xanth, Punderground|||m30|4
Seymour Bones|human; zombie|male|Xanth|||22|
Shadow|human|female|Xanth|becoming a shadow||35|
Shadows|human|male|Xanth||is the village idiot. Ex-boyfriend of Heather.|m17|
Sharina|human|female|Xanth|turning night into day|is a temporary imaginary friend created by ^Olive Hue^ with a dark complexion.|29|
Sharoff|demon|female|Xanth||is a minion of ^Fletcher^.|33|
Sharon (JC)|demon|female|Xanth|fathoming things|is the the ex-lover of Pluto. She kept trying to convert ^Jumper (JC)^, but she lied and he did not trust her.|M33|
Sharon (XOC)|human|female|Xanth|healing injuries of others||23|
Sharon (ZL)|human; alicentaur|female|Xanth||was transformed from a human into an alicentaur.|22|
Shaunna|human|female|Xanth, Unwelcome|seldom scene, making things not seen|is a member of ^Cyrus (TTTF)'s^ troupe. She is the lighting and scene changer.|M32|
Shaunture|centaur|female|Xanth|mispronunciation|Whatever she mispronounces, appears|23|
She Three|human|female|Gourd|making objects stick to each other|is an aspect of ^MPD^.|19|
Sheba|dog|female|Xanth||is the pet of ^Pearl Valley^.|26|
Sheila|centaur|female|Xanth||is a buxom mare with brown tresses.|20|
Shenita Life Guard|human|female|Xanth, Scoop|warning people of trouble next day so they can escape it, but only once.|can not warn of trouble today.|34|
Shepard|human|male|Xanth||minds sheep but is cursed by the Night Stallion to butcher 10 of his flock per day. He could not escape it until he was rescued by a fair maiden or a horrendous monster. He falls in love with Phanta after she rescued him. ^Ram Bunctious^ is the head of his flock who helped him saved Phanta from ^Gheorge^.|33|
Sherlock|human|male|Mundania; Xanth, Black Village|reversing|adopted Ciriana. He is an average-looking black man in his thirties. He volunteers to accompany Nada and Dug on their adventure to scout out Xanth for the rest of the Black Village. He begins to develop magic powers with reverse wood while he traveled with Clio. They continually strengthen until he becomes the Magician of Reversal. He restored Stu the Stonelayer from being stanceled.|M16, 17, 19, m23, M28|
Sherry (UIAH)|human|female|Xanth|kisses that are as sweet as wine||26|1
Sherry (YIW)|human|female|Xanth, Tri City|shrinking things|was a young woman ^David Baldwin^ met.|20|
Shy Violet|human|female|Xanth|blending into the scenery at will, when there is a violet around||35|
Sick Ness|Ness monster||Xanth, Punderground|||m30|4
Side Hill Hoofer|sidehill hoofer||Xanth||is a lopsided goat that runs around the mountain.|4|
Sigh Clopedia|human|female|Xanth, Library Forrest|||23|
Silent Knight|human|male|Comic||took an oath of silence. He will not let talking persons pass.|34|3
Silhouette|human|female|Mundania||is a very beautiful Mundane woman who became a ghost because she did not kill herself enough. She did not have enough gumption to defeat the evil people in her life. Her aunt Susan was controlling her life, ^James (CuR)^ was embezzling her money, and Yorick was brutal to her. She hired ^Kubla^ to audit her books. ^Cube^ borrowed her body and provided the gumption. She became a good friend and helped her find ^Kim (DDD)^ when she needed her. She and Kim became good friends.|27|
Silica|golem|female|Xanth|||23|
Sim|bird|male|Xanth, Mount Parnassus||will inherit the universe in due course. ^Garnishee^ led him to the Ring of Air for the Swell Foop. He became the host of Demon ^Jupiter^ who was assigned the emotion of fear.|19, 20, m22, m23, M24, M25, m26, m28, m29, m30, M31, m38|
Simon|human|male|Xanth|saying things and they happen||m23|
Simurgh|bird|female|Xanth, Mount Parnassus|spreading peace around her while in her human form|is the oldest and wisest of birds in the universe. She is the keeper of the Tree of Seeds. She can read minds. Her feathers are like light and shadow and have magical healing properties. Her head bears a crest of fire. When she takes human form, her name is Serenity.|7, 11, m13, m14, 15, 19, m20, m22, m24, 25, m28, 30, 31, m38|
Sin Bursar|human|female|Xanth||is in charge of Sin Tax at the Good Magicians's castle while she is writing her novel.|17|
Sir Comspect|human|male|Xanth||was a knight looking for adventure. He tends to evade casual notice.|m29|
Sir Culation|human|male|Gourd||does not get around much.|33|
Sir Cumnavigate|human|male|Xanth||was a knight looking for adventure. He can get around anything.|m29|
Sir Cumstance|human|male|Gourd||Idle sirs gather at his home|33|
Sir Fer|human|male|Xanth||was a knight looking for adventure. He prefers to ride sea horses.|m29|
Sir Junn|human|male|Gourd||is a doctor.|33|
Sir Loin Stake|feline|male|Xanth||is the leader of the pride of loins.|m4|
Sir Pent (JC)|human|male|Gourd||stays close to the ground.|33|
Sir Pent (PP)|human|male|Xanth||was a knight looking for adventure. He was a naga.|m29|
Sir Prise|human|male|Xanth||was a knight looking for adventure. He likes to pop up unexpectedly.|m29|
Sir Prize|human|male|Gourd||is amazed.|33|
Sir Q Lation|human|male|Xanth, Library Forrest|||23|
Sir Tain|human|male|Xanth||was a knight looking for adventure. He inspires confidence.|m29, 33|
Sir Tified|human|male|Gourd||is crazy.|33|
Sir Vant|human|male|Gourd|||33|
Sir Vey|human|male|Gourd||lists and itemizes many things.|33|
Sir Vice|human|male|Gourd||wants to help.|33|
Sir Vivor|human|male|Gourd||does what he needs to endure.|33|
Sir Voyant|human|male|Gourd||is obsequious.|33|
Sir Winslow Cromwell Wentworth XV|thing|male|Mundania||was a dust bunny under Arjayess' bed.|m26|
Siren|crossbreed|female|Xanth, Magic Dust Village; Xanth, Region of Water|luring men with her music|has a magnificent voice and a magical dulcimer, which ^Chester^ broke, that she used to enchant men, luring them to her island.|2, M5, 6, 14, 16, 23, m24, m29, m31|
Sirius|major demon|anonymale|Milky Way Galaxy||Its name is stylized as S(IR)ius.|m9|
Sis|human|female|Xanth|||28|
Skimpy|skeleton|male|Hades||was a figment trying to get ^Picka Bone^ off the path.|35|
Skully Knucklehead|skeleton|male|Gourd; Xanth|changing his bones to become weapons or other things|was on a ship that sank out of the Gourd.|M35, 36|
Skyla|human|female|Xanth Reality 6||is going to be the Mistress of the Sky.|30|
Skyler|human|male|Xanth|turning gray days into sunshiny ones in his vicinity or imbuing folk with sunny feeling||35|
Slander|curse fiend|male|Xanth||was acting in a play called "Just Deserts".|m26|
Sleaze|monster||Xanth, Castle Zombie||is the moat monster of Castle Zombie.|10|
Sleeping Beauty|curse fiend|female|Xanth||While playing the role of Sleeping Beauty, she was "rescued" by Crunch who didn't know that she was acting.|2|
Sleepy Ness|Ness monster||Xanth, Punderground|||m30|4
Slow Comb|ogre|male|Xanth||was a prospective husband for ^Okra^ in the opinion of her aunt ^Fannie^.|m15|
Sludge|human; zombie|male|Xanth, Castle Zombie|||26|
Slum Burr|human|male|Xanth|making folks sleepy||33|3
Smart Alec (IO)|donkey|male|Xanth|||40|
Smart Alec (ZL)|human|male|Xanth|||22|
Smash|crossbreed|male|Xanth, Magic Dust Village||tried to be an ogre, but he was dissatisfied. When he changes between his human and ogre forms, he is handsome and intelligent. He defeated the ^Night Stallion's^ challenges and was offered the position of Night Ogre, however he declined. In payment for helping him escape the Void, he paid half of his soul to ^Mare Vaporum^ even though ^Mare Imbrium^ gave him the ride. He got his half soul back when he stuffed ^D. Fiant^ into a Gourd.|3, M4, M5, 6, m7, m9, 10, m11, 14, m17, m19, m20, m21, 25, 26, m27, 33|
Smith|human|male|Mundania; Xanth, Black Village||is a blacksmith.|m16|
Smithereen|ogre|male|Xanth, Ogre-fen-Ogre Fen; Xanth, Lake Ogre-Chobee||is the Ogre Overlord or Over Ogre. He was smashing and bashing his way to Okra's village. Along the way, he was the champion of ^Gobble^ in the contest for the Goblin Mountain Chiefdom.|15, m17, 19, m24, 29, m33|
Smoker|human|male|Xanth||is a chain smoker.|m24|
Smokey|dragon|male|Xanth||was a dignitary at the wedding of ^Chex^ and ^Cheiron^.|m11|
Smoky Quartz|human|male|Xanth Reality 6|being constantly heated up about something||30|
Smuggler|horse|male|Mundania; Xanth||was thought to be a night mare and was hunted by goblins during the Time of No Bad Dreams.|m26|
Snagglesnoot|monster||Xanth||is an oily creature with chrome teeth. He was a dignitary at the wedding of ^Chex^ and ^Cheiron^.|m11|
Snarl|dog||Xanth||formed from the tangled hair of ^Ursa^.|20|
Snide|human|male|Xanth||bothered ^Phelra^.|m19|
Sniffer (ASFC)|animal||Xanth|sniffing and telling if someone has magic|is a quadruped about knee-high with a long limber snout.|1, 2|
Sniffer (ED)|robot||Xanth||is a robot bomb sniffer.|M37|
Sniper|harpy|female|Xanth||is the mistress of the long distance verbal attack with a fowl mouth.|37|
Snortimer|monster under the bed||Xanth, Castle Roogna; Xanth, Faun and Nymph Retreat||was under ^Ivy's^ bed when she was a child. Her bed was taken the the Faun and Nymph retreat. He was replaced by ^Grabraham^.|M9, m10, m11, m17, 26|
Snotnose|goblin|male|Xanth, Goblin Mountain||was part of the rebellion against ^Gwendolyn^ led by ^Gatling^.|m31|
Snowman|creature|male|Xanth, Region of Water||is an abominable snowman in the mountains of the Water Region.|5|
Sofia|human|female|Mundania; Xanth, Good Magician's Castle|sorting socks|was chosen for her domestic acumen from Mundania by Humfrey. She is the author of a play on Ptero. She is sometimes called Sofia Socksorter.|14, 15, m17, 20, 21, m25, 27, m28, 32, 38, 40, 41|
Softcover|human|male|Xanth||is a paper-backed man.|23|
Son|human|male|Ptero|manipulating men's minds|is a character in a play written by ^Sofia^.|21|
Song|human|female|Xanth|dumb luck||29|
Sonya|human|female|Xanth Reality 6|figuring things out||30|
Sophia Isadora|human|female|Mundania; Xanth Reality 6||is an acrobat.|m30|
Souffle|sea serpent|male|Xanth, Castle Roogna||is the moat monster of Castle Roogna and sometime baby-sitter.|14, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, m30, m32, 34, 36|
Sourdough|monster||Xanth Reality 6, Castle Rockbound||is the Castle Rockbound moat monster.|30|
SpartAnn|human|female|Xanth|||m25|
Spelfie|fairy|female|Xanth|being only visible when someone was thinking about her|is a tree fairy who lost her tree, but wears a crown made out its remaining wood. She ate too much junk food and got fat, but hides it with illusion.|40|
Spell Doctor|human|female|Xanth|diagnosing spells|was an elderly woman in King Trent's household. She can view the effects of a spell and figure out their cause.|2|
Spider Mon|spider||Xanth||is the pet of ^Roy^.|m20|
Spring of Life|spring||Xanth|healing|is a magical, conscious spring who influences anyone it heals to never act against its interests.|1|
Spunky|dog||Mundania||is a German shepherd and Samoyed mix with white and light tan fur and a white nose, white brows, and freckles. It was in ^Umlaut^ 7's chest.|30|
Squid|alien|female|Xanth||is from the future. She is a mock octopus.|M39|
Sta Sis|human|female|Xanth|making anything stop||m38|
Stacey Steamer|dragon|female|Xanth|||m8, m10|
Stanley|stork|male|Stork Works|||21|
Stanley Steamer|dragon|male|Xanth||is the ^Gap Dragon^ in the main Xanth reality. He is one of the most formidable monsters of Xanth destroying all creatures unfortunate enough to blunder into Gap Chasm. He was built by ^Maiden Japan^. For a short time, he was youthened so Stella Steamer took over his Gap Dragon duties. While he was youthened he also befriended ^Ivy^.|M7, 8, M9, 10, m11, 12, m13, m14, m17, m18, 19, m21, m25, 26, m27, m30, 33, 34, 35, 36, 39|
Starr|human|female|Xanth|twinkling like a double star|was in service to ^Humfrey^ for one year. She took over the domestic chores of ^Sofia^. ^Hector^, ^Helen (QQ)^, and ^Herman (QQ)^ stayed with her while she served.|14|
Steel|human|female|Xanth|becoming any weapon|became the sword of ^Attila the Pun^ then became a magic mirror to help ^Pundora^ find ^Dawn^.|35|
Stefan Steamer|dragon|male|Xanth Reality 6, Gap Chasm||is the ^Gap Dragon^ in Xanth Reality Six.|30|
Stella Steamer|dragon|female|Xanth||is the ^Gap Dragon^ for a short time when she assumes Stanley Steamer's position while he is youthened. She is also known as Stacey Steamer.|7, M9, 19|
Steph|human|female|Xanth|freezing things in place||31|
Stephanie (CE)|human|female|Mundania; Xanth||was a 6 year old child lost in Xanth. ^Angel^ became her companion.|28|
Stephanie (SN)|human|female|Xanth Reality 6|summoning tsoda pop||m30|14
Stephen Wolfe|human|male|Xanth|attracting women; they are madly in love with him in his presence but forget about him in his absence|is the leader of the extinct May I tribe.|34|
Stereopes|cyclops|male|Xanth||was a Power of Air with his brothers until they fell out of favor.|m7|
Steven Steamer|dragon|male|Xanth|||19, m21|
Stifle|stork|male|Stork Works|||30|
Stigma|werewolf; zombie|male|Xanth, Castle Zombie; Xanth, Isle of Wolves|||22|
Stile|human|male|Proton; Phaze||is the Blue Adept from the <i>Apprentice Adept</i> series.|m14|
Stock|human|male|Xanth|shooting things or blowing them up completely when joined with Lock and Barrel|is Lock, Stock and Barrel, aspects of the 3 Princesses.|33|
Stone|human|male|Xanth|interpreting things||m14|
Storm King|human|male|Xanth|||1, m4, m14, m17, m18, m19, 23|
Stoturyso Wolf|werewolf|male|Phaze||was met by ^Cube^ while she and her group were visiting Phaze.|27|
Stover|dragon|male|Xanth||is a fire-breathing winged dragon.|35|
Strator|demon|male|Xanth||is a speed demon cabbie.|20|
Stretch|ogre||Xanth|enlarging or minimizing living things|grows larger and weaker or smaller and stronger.|m25|
Stu the Stonelayer|human|male|Xanth||was stanceled by ^Morgan Le Fey^ and restored by Magician ^Sherlock^.|28|
Stuck Net|unknown||Xanth, Cloud||sent bug bots into the Cloud.|m38|
Stum Bull|bovine|male|Pyramid, Blue Face|||m21|11
Stunk|goblin|male|Xanth||was the recipient of one of ^Mare Imbrium's^ bad dreams, who later delivers a message to her.|6|
Stupid|goblin|male|Xanth, Goblin Mountain||did not go on a mission for ^Godiva^.|m13|
Stymie|stork|female|Stork Works|||30|
Stymy|stork|male|Stork Works||would not deliver ^Prize^ to ^Surprise^ because he said Surprise was too young and had to help recover it. He became the head stork.|M30, 32|
Subcon Tractor|human|male|Xanth|finishing the jobs others do not get to||34|
Summer|human|female|Xanth Reality 6|repressing a single memory in someone||30|
Sunny Sette|human|female|Xanth|||31|
Superman|alien|male|Mundania||is a character in a Mundane comic book.|m20|
Suretha|human|female|Xanth|turning day into night|is a temporary imaginary friend created by ^Olive Hue^ with a light complexion.|29|
Surprise|crossbreed|female|Xanth|using any talent she wants, but it is limited|was delivered at age 6. With her talent, one never knows what magic will manifest. Initially she showed talents of size change, hair, changing objects, invisibility, and bringing nightfall, later, a whole paragraph more. However, she thinks she can only use each talent once.::She fell in love with Umlaut because of a trick ^Metria^ played on her. She shared the body of ^Tacy^ so she could visit Umlaut when he was away. She was offered Brusque by Demons ^Fornax^ and ^Jupiter^ in lieu of Umlaut. She offered her soul to Fornax and Jupiter to allow Umlaut to continue to exist. She got half of it back when Fornax could not handle it. The other half went to Umlaut from Jupiter.::When Prize was misdelivered to another Xanth Reality, Surprise traveled them to find her with Che, who was looking for the ^Simurgh^. She is married to Umlaut in main Xanth and Xanth Reality One where they had an unnamed son. She is married to Che in Reality Two, and they had a foal. She married Picka Bone in Reality Three; Brusque in Reality Four; Jot in Reality Five. She was soulless and married Epoxy, who was underage at the time, in Reality Six and was the lover of Umlaut. Also in Reality Six, she was possessed by ^Morgan Le Fey^ who wanted Prize as a new host body.|17, M18, m19, m21, m23, m24, M26, m27, 28, 29, M30, m31, m32, m39, m40|
Susan (CuR)|human|female|Mundania||was controlling Silhouette's life.|27|
Susan (SN)|human|female|Xanth|turning the spoken word into tangible shapes and colors||30|1
Svelte|human|female|Xanth|||m21|
Swiftmud|mud grub||Xanth||was a mud grub ^Trent^ adapted into a mud slide to use for transportation.|17|
Sword|elf|male|Xanth|||29|
Sylvanie|sylph|female|Xanth||was kidnapped by the Goblinate.|12|
Sylvester|sylph|male|Xanth||was killed by the Goblinate.|m12|
Sylvia|sylph|female|Xanth||is the widow of Sylvester forced by goblins to lure other people to their lair under threat of the death to her child.|12|
Synech Doche|creature||Gourd||was a juror at ^Grace'l Ossein's^ trial. It is a creature having no fixed form, it is addressable by any of its parts, and any of its parts by its whole.|11|
Tacy|human|female|Xanth||can not speak Xanthian. ^Metria^ emulated her to hinder ^Umlaut^. She shared her body with ^Surprise^. She was married to Tristan by ^Com Pewter^.|26|
Take Five|human|male|Gourd|seeing five seconds into the future|is an aspect of ^MPD^.|19|
Tala|crossbreed|female|Xanth|sewing enchanted clothing|is a winged human with pure white wings, hair, and gown. She woke ^Cube^ and ^Diamond^ in the Peace Forrest. Cube gave her a nickelpede.|27|
Talent Scout|human|male|Xanth|determining people's talents||32|
Tallyho|human|male|Xanth||assigned talents to babies and made sure they applied to the family. ^Tiello^ replaced him.|26|
Tammi|human|female|Xanth|seeing through conspiracies even the Adult Conspiracy|was given the alter ego of ^Terri^ because of her talent. She was captured by the PLO Village. When she escaped, she became a friend of ^Tani^.|38|
Tandy|crossbreed|female|Xanth|throwing explosive tantrums|has brown hair and blue-green eyes. She rode ^Mare Imbrium^ to the Good Magician's Castle to get help with ^D. Fiant^. She has tantrums that are explosive detonations, capable of temporarily dismembering a demon. In payment for helping her escape the Void, she paid half of her soul to ^Mare Crisium^ even though ^Mare Vaporum^ gave her the ride. Her problem with D. Fiant was taken care of when Smash tricked him into a Gourd, and she also got her half soul back.|m4, M5, 6, m9, 10, m11, 14, M17, m19, m21, 25, 26, m27, 33|
Tangelo|human|female|Xanth||got Clementine's man after she drowned.|m36|
Tangleman|tree; human|male|Xanth||was transformed from a tangle tree into a man by ^Trent^ when he threatened ^Ivy^. He has green skin and barklike clothing.|M10, m19|
Tani|human|female|Xanth|taming any nonhuman creature and making a pet of it|was captured by the PLO Village. When she escaped, she became a friend of ^Tammi^ and ^Terri^.|38|
Tapis|human|female|Xanth, Isle of View; Xanth, Castle Roogna|weaving magical tapestries|Small, now ancient sorceress, living at the time of ^Roogna^ and ^Murphy^. The magic tapestries she weaves enable folk to step into their worlds. In the main Xanth reality, and after ^Electra^ bit the apple and went into the enchanted sleep because of Murphy's curse, she and Taplin went to Castle Roogna where Taplin married Roogna. In an alternate reality where Taplin went into the enchanted sleep, she and Merara stayed on the Isle of View. ^Archae^ and ^Ology^ were digging on the Isle of View to find her house.|11, m14, m15, m19, 24, 41|
Taplin|human|female|Xanth, Isle of View; Xanth, Castle Roogna|making the amaranth flower bloom in the main Xanth reality and enchanted sleep in Xanth Reality 2|was supposed to sleep for 1000 years to be awakened by a Prince. In the main Xanth reality, because of a curse by ^Murphy^, ^Electra^ went into the enchanted sleep instead. She married Roogna. In Xanth Reality 2, she did go into the enchanted sleep and married Dolph.|11, m13, M24, 41|
Tara|human|female|Mundania||has brown hair and brown eyes, so ordinary. She was hosted by ^DeMonica^ while a ghost in Xanth. She played the ^Carecrow^ in "The Lizard of Waz". Her name means "tower".|M41|
Tard|bass|male|Xanth||^Grundy^ tried to use him as a messenger to the ^Monster of the Sea^, but he wanted to eat Grundy instead.|9|
Tartan|human|male|Mundania||has brown hair and brown eyes, so ordinary. He was hosted by ^Ted^ while a ghost in Xanth. He played the ^Trim Woodsman^ in "The Lizard of Waz" and the ^Royal Tutor^ in "The Princess and the Hog". His name means "commander in chief".|M41|
Tasmania Devil|ogre|female|Xanth||is rumored to be the meanest she-canine of an ogress born in that generation. ^Okra^ attended her wedding.|m15|
Tasmaniac|ogre||Xanth|||m15|
Tata|dogfish|male|Xanth||is a character in "The Lizard of Waz" written by ^Goar^. He is a computer dogfish pet. He was able to leave and became the host to Princess ^Eve^. His bark is worse that his byte.|M41|
Ted|crossbreed|male|Xanth||^Pia Putz^ and ^Breanna^ conjectured his two children with DeMonica. He hosted ^Tartan^ while Tartan was in ghost form. He is the Xanthian lover of Isis through Amara.|m20, 23, 24, 26, m27, 28, 29, M30, m31, m39, M41|
Teddy Bare|human|male|Xanth Reality 6|making people naked||30|
Tedmon|crossbreed|male|Ptero||is a conjectured child by ^Pia Putz^ and ^Breanna^.|m23|
Tell-A-Path|thing||Motes|making a path to anywhere you tell it to go||31|
Teller|demon||Xanth|changing talents|was found on the Isle of Talents. It masquerades as a coin.|m23|
Telliam Will|centaur|male|Xanth|||29|
Tension|demon|male|Xanth||^Metria^ subbed for him.|m25|
Tenth|major demon|male|Other||His name is stylized as T(E/N)th.|m2|
Terian|mouse|female|Xanth||is the mouse of ^Com Passion^. She is lovely when she assumes her human aspect.|21, 22, 23, 24, 25, 26, 28|
Tern of Events|bird|male|Xanth|things can change significantly around him||40|
Terpsichore|Muse|female|Xanth, South Village; Xanth, Castle Roogna; Xanth, Mount Parnassus||became the Muse of song and dance in ^937^ and stopped aging.|m28|
Terri|human|female|Xanth|moving forward a day to escape sadness: to morning, to avoid mourning|is the alter ego of ^Tammi^. She was captured by the PLO Village. When she escaped, she became a friend of ^Tani^.|38|
Terri Bull (FAG)|bovine|male|Pyramid, Blue Face|||m21|
Terri Bull (WTC)|minotaur|female|Xanth||is a half-sister to all of her siblings. She has a bull head and human body.|m35|
Terry|human|female|Xanth, Tri City|enlarging things|was a young woman ^David Baldwin^ met.|20|
Terry Tamagni|human|male|Mundania; Xanth||was met at an enchanted campsite.|27|
Tess Tosterone|human|female|Xanth||is very pushy.|32|
Tessa|human|female|Xanth|sidestepping into the next realm|sidesteps with ^Cory^. ^Diamond^ stayed with them until she left with ^Cube^.|26, M27, 28, m30|
Thalia|Muse|female|Xanth, South Village; Xanth, Castle Roogna; Xanth, Mount Parnassus||became the Muse of comedy and planting in ^937^ and stopped aging. She caries a smiling face mask and a shepherd's crook, and wears a wreath of ivy.|7, m28|
Theodore Sturgeon|sturgeon|male|Xanth||is the leader of a fish school. He is a consummate stylist and very sharp on details.|34|
Theresa|human|female|Mundania; Xanth||has red hair. She was growing hydras in water, hydraponics, with ^Aurora Sky^.|31|
Thesis|human; zombie|female|Xanth|locating non-Xanth magic|was called Sis until her revival. She is researching the spancel. She is restored to life when in the presence of Zaven.|28|
Thin Lee|human|male|Xanth||was crossing the invisible bridge over the Gap Chasm.|27|
Thom|human|male|Mundania; Xanth||is lost in Xanth.|m31|
Thorin|human|male|Gourd||is an arrow maker.|26|
Threnody|crossbreed|female|Xanth, Castle Roogna; Xanth, West Stockade|demonstriation|has lustrous black hair and dark eyes. She caused Jordan's death by telling him a cruel lie. She became a ghost named Renee after her suicide in Castle Roogna.|M8, M9, m14, 16, 19|
Thyme|human|female|Xanth||is a Spice Girl.|28|
Tiara|human|female|Xanth|nullifying density with her hair, enabling limited flight|adopted Win. She has fair hair. Because of her wild hair, her name was unlike her pun sisters, and she was hidden in a tower. Blue eyes, cherry mouth, nice features and print dress, poised. 18 tomorrow when met.|M38, M39|
Ticity|human|female|Xanth Reality 6|verifying anything's validity with Auth|is Auth 'n' Ticity.|30|15
Tiello|human|male|Xanth||assigns talents to babies and makes sure they apply to the family. He replaced ^Tallyho^ and made a mess of things for a while.|m26|
Tim Burr|human|male|Xanth|making wood appear from nowhere but always falling over||33|3
Time Being|human|male|Xanth||is a scientist.|m37|
Timothea|demon|female|Xanth|conjuring clothing||38, 39|
Timothy|human|male|Xanth|summoning animals||31|
Timur|human|male|Xanth|cooling or heating water to vapor or ice||31|
Tipsy|crossbreed|female|Xanth, Isle of Women|cold shoulder|is a half-troll who is nevertheless decent. She helps ^Bink^ locate dream princes.|M22|
Tish|human|female|Xanth Reality 6|making folks freak out||m30|
Tisiphone|Fury|female|Xanth||is the Fury of guilt.|7|
Tittle|human|female|Xanth||became Lacuna's daughter in her retroactive family by Vernon.|14, m30|
Todd|human|male|Xanth|seeing things from more than one angle|has the eye of the Bee-holder.|33|
Todd Loren|human|male|Mundania|directing winds|died when he was 32 years old.|21|
